集,条文数,年龄,吉凶断词
子集,1570,41，42,勾索相逢，交争扰害。
子集,1571,,姊妹一人，先损一丁。
子集,1572,63,将军之箭最难当，此岁身亡。
子集,1573,23，24,富有千钟，更添好景。
子集,1574,25，26,东转西行是山蹊，得遇樵人指路迷。
子集,1575,,婚姻早配，琴琴未离弦。
子集,1576,41，42,披麻无情，姑命当顾。
子集,1577,21，22,无荣无辱，斯为多福。
子集,1578,25，26,凉风已近，一解烦焦爽气来。
子集,1579,49，50,数应行使，官至行人之职。
子集,1580,30,披胜相侵，晦气无情。
子集,1581,,桐叶初落，秋色已动。
子集,1582,25，26,退思有得，进则有失。
子集,1583,,博古通今，官至有司之职。
子集,1584,,失尾却晚，群鬼见之而走。
子集,1585,,异路而选照，磨数由前定。
子集,1586,45，46,薏苡被谤，仕途有阴抑之非。
子集,1587,80,几点寒星，明明复灭。
子集,1588,39,五行无驳杂，一举冠群英。
子集,1589,,久居簪缨之班，益峻梅羹之望。
子集,1590,,富有千钟，安亨无穷。
子集,1591,53，54,觅得金鳞替钓丝，江头月落醉眠时。
子集,1592,69,杨花扑面，泣血三年。
子集,1593,,一病相侵，半身晦气。
子集,1594,69,方懋服德，天与荣身。
子集,1595,,老来无子，以族子为儿。
子集,1596,29,六害无情，骨肉有刑。
子集,1597,31，32,名进黉宫，弓马入泮。
子集,1598,,数定赞画官至五，府察院内庆荣迁。
子集,1599,21,父殆于水，欲见无由。
子集,1600,,得外来之财，因而起家。
子集,1601,17，18,柳絮摇新绿夹岸，晓烟收挂主平安。
子集,1602,55，56,柳花带雪，满园开放。
子集,1603,19，20,双挂珠绿，洞房花烛。
子集,1604,,数定赞画官至都，府察院内照荣升。
子集,1605,,其人之亡，定在正月。
子集,1606,67，68,登高远望，无边景色。
子集,1607,27，28,披发相侵，口舌交争。
子集,1608,18,生子之年。
子集,1609,98,寿数将满百，竟作天仙客。
子集,1610,49，50,凿井得泉，亦能解渴。
子集,1611,69，70,松柏有常青，耐寒岁月稠。
子集,1612,,尊至九重之上，万岁称呼。
子集,1613,49，50,阴蛴不分，晚有景色。
子集,1614,15，16,桃花五千树，锦色若绵绵。
子集,1615,,文运天开，科名高第。
子集,1616,,周年应有灾，雾色片云迷。
子集,1617,,数有二子，得以送老。
子集,1618,31，32,演武及第。
子集,1619,,兄弟五人，秦楚不盟。
子集,1620,49，50,绿荫婆婆丝，行人喘息未安舒。
子集,1621,27,鬼怪出世，破财多失。
子集,1622,,数有六子，送老得二。
子集,1623,33，34,高山之调，未遇子期。
子集,1624,,数至赞画官至都，府察院内讨荣衔。
子集,1625,23，24,朝霞布锦，画堂形色。
子集,1626,,三代遗民，不复多见。
子集,1627,,命带刑伤，克夫无子。
子集,1628,52，53,门前柳色报芳菲，裘马翩翩踏紫微。
子集,1629,23，24,缘木求鱼，难得其利。
子集,1630,52，53,数该生子。
子集,1631,,耳须之年晚景奇，皇都得意在春闱。
子集,1632,60,官居都堂，爵高禄厚。
子集,1633,,虽一女子，女中丈夫。
子集,1634,73,大限如何，逍遥门外之欢乐。
子集,1635,,兄弟六人，数有五贵。
子集,1636,33，34,春风大户来，和气畅人家。
子集,1637,39，40,烟锁池塘柳，阴暗迷人走。
子集,1638,45,曲道推车，进退两难。
子集,1639,47，48,宿雨初收，春山润色。
子集,1640,23，24,东风解冰，依旧春色。
子集,1641,43，44,周公流言底，谨慎而退避。
子集,1642,41,鱼化为龙，庆云相从。
子集,1643,,瞽一目跛一足，前生孽报。
子集,1644,,枝头惫鸟，可以退避。
子集,1645,79，80,恶曜攻身，当有恶报。
子集,1646,454，6,晚来风紧，花枝披离。
子集,1647,57，58,春酒今朝熟，欣然醒北邻。
子集,1648,51，52,庙堂知重器，宝鼎玉居先。
子集,1649,55，56,芙蓉金菊正秋容，雅淡春生乐意浓。
子集,1650,,兄弟六人，中断离群。
子集,1651,,疏复反复，命有羊刃。
子集,1652,,溺爱不明，兄弟明争。
子集,1653,39，40,祸侵无常，只闻多闷。
子集,1654,27，28,一年三迁，春风得意。
子集,1655,,此刻生人，金水之年必遇险。
子集,1656,,天官首卿，班列太宰。
子集,1657,19，20,病符星照命，数定获缠绵。
子集,1658,47，48,克宽克明，布仁彰信于兆民。
子集,1659,,柔而无断酿，家门之阴祸。
子集,1660,,文昌为八座，名位列中台。
子集,1661,,青灯自守命犯孤。
子集,1662,42,生子之年。
子集,1663,,妻生一子，妾生二儿，
子集,1664,30,一日不利，再曰蹇滞。
子集,1665,,简在宸衷，抉命铨部。
子集,1666,27，28,明月钓嫦娥，清风洒泪多。
子集,1667,59，60,不必问行藏，老运不安康。
子集,1668,33,农业兴隆，运至时通。
子集,1669,42,寿比颜回多一旬。
子集,1670,33，34,病符逼人，恍惚忧惊。
子集,1671,,数难回头，实定一铨。
子集,1672,45，46,丧门照命，哭泣之哀。
子集,1673,45，46,宝镜未磨，滞中有明。
子集,1674,57，58,勿以轻舟渡海易，旁人先戒飓风号。
子集,1675,,一卷青囊，普照万家风雨。
子集,1676,23,黄甲传宣，春闱奏捷。
子集,1677,23，24,或泣或歌，室中伏祸。
子集,1678,,心忙身劳，只见儿女情长。
子集,1679,50，51,姻缘奇配，夫步青云。
子集,1680,,寒毡冷落几黄昏，风雨潇潇早闭门。
子集,1681,11，12,分有嫡母，我生是庶。
子集,1682,37，38,马到嵬坡，前有所阻。
子集,1683,,君子不锁，握有铨曹。
子集,1684,53，54,凉风初楚王台，烦热消除爽气来。
子集,1685,59，60,己知其足，自然无辱。
子集,1686,57，58,眉端不挂烦恼，安舒自如。
子集,1687,,分有嫡母，我生继母。
子集,1688,67，68,闭塞其户，四壁有光。
子集,1689,33，34,命照武曲，弓马入泮。
子集,1690,,崇天朝宥密之府，阶元老伛偻之任。
子集,1691,,冠裳还是旧冠裳，龙虎相逢姓字香。
子集,1692,64，65,人生不幸，老年丧夫。
子集,1693,35，36,求炎必得，得之必失。
子集,1694,33，34,道洽正治，泽润万民。
子集,1695,,近贵不如近帝好，操心那及道心高。
子集,1696,33，34,若问功名，国学名翔。
子集,1697,19，20,如何塞北独无春，二月中旬草不生。
子集,1698,51，52,阴极一阳，天道还转。
子集,1699,61，62,解印荣归，平安之福。
子集,1700,,官拜巡抚，荣归画堂。
子集,1701,56,苇杭客可渡，光涌有奔泉。
子集,1702,,不因人依谤，赖有骨肉情。
子集,1703,47，48,锋然守于吝，中无为之时。
子集,1704,29，30,枯木逢春芽特达。
子集,1705,,命主刑夫，应作妾室。
子集,1706,56,相如病千金，马际曾佳期。
子集,1707,,吉凶并主。
子集,1708,,兄弟二人，秦楚不同盟。
子集,1709,41，42,昔提弹夹食无鱼，今年弹夹出有车。
子集,1710,53，54,外物不可必，听之斯有得。
子集,1711,60,大开轩窗，高下八方。
子集,1712,79，80,叠断其路，往来不通。
子集,1713,19，20,反复又反复，或时笑或时哭。
子集,1714,65，66,吞陷与亡神，并力相侵扰。
子集,1715,38,海棠沾露，泪洒红襟。
子集,1716,37，38,先生不是等闲人，龙跃于渊屈可伸。
子集,1717,59，60,胆大如天，破家之祸。
子集,1718,47，48,鸟在檐前啼，谋为事事宜。
子集,1719,68,高堂椿树正扶苏，不料狂风吹折枝。
子集,1720,25，26,既乘其时，当人其用。
子集,1721,43,屡进屡退，事多反覆。
子集,1722,59,可恨姻缘不到头，此年应有所担忧。
子集,1723,31,玉洞梅花，含笑春风。
子集,1724,58,云深峰顶黑，山杂岭头高。
子集,1725,57，58,仕途还有梦，举止当慎重。
子集,1726,61,南柯梦入华胥回，忆昔英雄笑语中。
子集,1727,43,时运不通，谋事掣肘。
子集,1728,27，28,五轮光满至，十月有清寒。
子集,1729,,老蚌生珠，修德报不爽。
子集,1730,,天禄有情，纵然官讼害。
子集,1731,72,人事有恍惚，朝夕有忧疑。
子集,1732,63，64,身在公门心在道，多逢吉庆少逢凶。
子集,1733,,劳神劳形，仅能糊口。
子集,1734,,扁舟设钓儿，顷刻有招非。
子集,1735,,和悦近人，到处恰心。
子集,1736,41，42,运未来时，只好悠悠坚守。
子集,1737,,性急不容多好胜。
子集,1738,51，52,风动辟雍，万姓安康。
子集,1739,,补掖行人之职。
子集,1740,81,逸而有始终，延年而获寿。
子集,1741,37,灾生不急，晦气缠绵。
子集,1742,,牡丹花开，春园姿容。
子集,1743,39，40,用人不疑，疑人不用。
子集,1744,,温温恭人，维德之基。
子集,1745,58,舟在波浪，操楫着力。
子集,1746,27，28,片帆无恙，长江一夕遇春风。
子集,1747,14,惟山崔嵬，马劳偃病。
子集,1748,58,花径深秋有苍苔，竹杖相扶仔细来。
子集,1749,24,晚烟迷漫，满江风雨。
子集,1750,65，66,秋色蘼芜转晚凉，只余黄菊满庭芳。
子集,1751,32,燕子含泥春正长，经营费尽枉无功。
子集,1752,,经恩济人，反招其怨。
子集,1753,57，58,夕阳古道行，人生正徘徊。
子集,1754,49，50,江流水势涌，且把钓鱼竿。
子集,1755,33，34,马足奔波，车不可行。
子集,1756,,风火烈性，决无成心。
子集,1757,44，45,椿庭一病成回首，笑语依稀梦中逢
子集,1758,35，36,乘其机会，进取有功。
子集,1759,,牧牛丰草地，可以守之余
子集,1760,61，62,马至中途，逢坎失足。
子集,1761,,早运淹沉中运通，成家立业自兴隆。
子集,1762,75,行人指迷津，回头杳无音。
子集,1763,61，62,南轩新霁色，人帘钓鱼机。
子集,1764,45，46,千里蟾光彻夜明，碧空湛湛净无尘
子集,1765,35，36,泪流满面，愁积腔怀。
子集,1766,21,阴山积雪丈，穹空无阳气。
子集,1767,19,银灯照复残，掩映照愁怀
子集,1768,90,寿元足矣。
子集,1769,49，50,官至黄堂，不能高握。
子集,1770,43,醉乡深处，鞭乐莫为。
子集,1771,21，22,有酒盈樽，春风一面
子集,1772,,暖风春回，芳草生机。
子集,1773,37，38,操切太急，祸在萧墙。
子集,1774,53，54,劳苦成家，晚享佳福。
子集,1775,,独行踽踽，御侮无人。
子集,1776,33，34,守其硗田，庶几无失。
子集,1777,53，54,万花谷中，日接不暇。
子集,1778,44,南楼杜鹃，更尽无声。
子集,1779,,真假四子，二子送老。
子集,1780,39,几多无了事，只恨一无常。
子集,1781,,傍个贵人得成家，次第分明有好处。
子集,1782,39，40,谋事成而又败，不如守拙为高。
子集,1783,63，64,路中有伏蛇，虽惊而无害。
子集,1784,,送终一子，身带残疾。
子集,1785,,兄弟六人，数有三贵。
子集,1786,49，50,武陵溪畔有渔塘，指引云衢达仙乡。
子集,1787,53，54,薏苡被谤，难免流言。
子集,1788,79，80,度秦岭关，葛藤缚足。
子集,1789,63，64,朝囊夕飧，克享成福。
子集,1790,,问名无成，问利不益。
子集,1791,81,灾晦缠身，有犯太岁。
子集,1792,53，54,命中多舛，家业消耗。
子集,1793,57，58,夜色风色繁，寒气正愁人。
子集,1794,45，46,顺风江上好扬帆，不料江头有石滩。
子集,1795,,气顺和悦，宜其家室。
子集,1796,,赋性仁慈，持躬淑慎。
子集,1797,57，58,太阳正东升，江山气象新。
子集,1798,,神祖扶庇，登甲钦点一翰林。
子集,1799,29，30,小顺大逆，苟全性命。
子集,1800,,切莫问功名，费心总无成。
子集,1801,,性禀优柔，难以决断。
子集,1802,79，80,据般若姿，仡然未动。
子集,1803,43，44,时运未至，欲前却后。
子集,1804,,钦选黄堂太守。
子集,1805,17,道途正崎岖，行止费踌躇。
子集,1806,,性质高谊何，其命宿孤寒。
子集,1807,,心多好胜，恃而凌人。
子集,1808,55,行舟浅水，却费推移。
子集,1809,35,丹桂一枝开，秋风得意回。
子集,1810,38，39,草木逢春，千村雨顺。
子集,1811,37，38,时逢恩星，富贵之期。
子集,1812,13，14,荡澜轻舟，顺风顺水。
子集,1813,31，32,流年驳杂，烦恼难舒。
子集,1814,41，42,车辙满泥沙，转动多费力。
子集,1815,45，46,夜行舟道，坦然无阻。
子集,1816,55，56,菱荷香处，亭畔披襟。
子集,1817,,不从文武科中出，命有总督一将官。
子集,1818,72,烟波渺渺，舟人厌倦。
子集,1819,63，64,灶法荣归，家声大振。
子集,1820,75，76,一阵轻风，南轩爽快。
子集,1821,11，12,平平稳稳，无喜无忧。
子集,1822,55，56,倚楼邀明月，掩映至南轩。
子集,1823,59，60,斗转星移，日出扶桑照曜明。
子集,1824,55,家业千金，未可量陶朱堪比。
子集,1825,,不从文武科中出，命在营伍大丈夫。
子集,1826,41，42,所谋不合，命途多险。
子集,1827,,兄弟十一人，乐奏几般音。
子集,1828,,官居臬司，不能高抬。
子集,1829,57，58,祥光宜见，古曜相扶。
子集,1830,,喜偏房之多娶。
子集,1831,49，50,大数已尽，痛切泪涟。
子集,1832,53，54,萧墙之内，暗伏凶神。
子集,1833,,持家之妇，姻缘前定。
子集,1834,51，52,解组林下，心逸身闲。
子集,1835,51,鸟展其翅，乘风南徙。
子集,1836,67,有人相欺，囊中有天。
子集,1837,56，57,父死之年。
子集,1838,39，40,富贵之期，世上仰之。
子集,1839,,布政风威，为人师表。
子集,1840,21，22,上山多费力，有树可扳枝。
子集,1841,71,老年丧父，世上难逢。
子集,1842,70,虽然妻已死，犹恐晚年孤。
子集,1843,53，54,万里晴空，明月一轮。
子集,1844,17，18,水出芙蓉更新鲜，鸠鸣唤雨色如烟。
子集,1845,48,日之夕矣，山阴道上未曾归。
子集,1846,20,洞房之喜，定在此年。
子集,1847,,数有不幸，母适他家。
子集,1848,25，26,明月上初弦，其光渐渐圆。
子集,1849,33，34,时逢恩星，当贡之期。
子集,1850,31，32,杏蕊未全红，浮云飞去月朦胧。
子集,1851,21，22,恩星照命，一贡成名。
子集,1852,49，50,半吉半凶，一喜一忧。
子集,1853,,行在急流处，其舟有破漏。
子集,1854,39，40,一朵名花果出奇，嫉风骤雨又相催。
子集,1855,31，32,梦在颠倒，得人唤醒。
子集,1856,35，36,当贡之期。
子集,1857,31，32,禹门雷风动，波浪起龙吟。
子集,1858,,骨月凋残可奈何，半生穷途半生孤。
子集,1859,35，36,舟行浅滩，午潮正落。
子集,1860,43，44,道路有坎坷，行人便仔细。
子集,1861,57，58,勿谓轻舟易行，谁知车折其福。
子集,1862,51，52,月转初旬，缺而渐回。
子集,1863,,龙起飞腾会，飞腾上九天。
子集,1864,27，28,呼之转应，天从人愿。
子集,1865,,文星照命，功名显达。
子集,1866,61，62,暮夜须防疏生人。
